Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
80000,Faro,Albufeira,Paderne,Land,NC,,,0,,,19080,,47:12.6,FALSE,FALSE,FALSE,,,0,,19080,19080,19080,0
230000,Aveiro,Ílhavo,São Salvador,Apartment,D,,,0,,2002,219,,,TRUE,TRUE,FALSE,10,3,0,,96,,,2
229000,Faro,Vila Real de Santo António,Vila Real de Santo António,Apartment,D,,,0,,1987,87,,,FALSE,FALSE,FALSE,3,2,0,,87,,107,2
10000,Faro,São Brás de Alportel,São Brás de Alportel,Land,NC,,,0,,,,,45:12.6,FALSE,FALSE,FALSE,,,,,,1000,,
292500,Lisboa,Sintra,Rio de Mouro,Apartment,NC,1st Floor,TRUE,0,FALSE,2023,97,,,,,,2,,,,97,,,2
575000,Lisboa,Sintra,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Apartment,D,,,1,,2000,140,,,FALSE,TRUE,FALSE,,3,0,Like new,140,,184,3
165000,Portalegre,Ponte de Sor,"Ponte de Sor, Tramaga e Vale de Açor",Apartment,A+,2nd Floor,FALSE,0,FALSE,,112,112,,,,,2,,,,80,,,2
1500,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,B-,,,0,,1990,30,,52:57.1,FALSE,TRUE,FALSE,1,0,0,,30,10368,30.45,1
35000,Santarém,Ourém,Nossa Senhora da Piedade,Land,NC,,,0,,,396,,,FALSE,FALSE,FALSE,0,0,0,,396,396,,0
350000,Lisboa,Lisboa,Penha de França,Apartment,C,2nd Floor,FALSE,0,FALSE,1949,78,78,,,,,2,,,,65,,,1
98000,Coimbra,Lousã,Lousã e Vilarinho,Land,NC,,FALSE,0,FALSE,,1954,,,,,,0,,,,,,,0
128000,Porto,Valongo,Alfena,Apartment,E,2nd Floor,FALSE,0,FALSE,1997,100,,,,,,3,,,,90,,,2
560000,Z - Fora de Portugal,Brasil,Brasil,House,NC,,,1,,,276,,19:15.1,FALSE,FALSE,FALSE,7,5,1,New,276,,,7
250000,Setúbal,Seixal,Corroios,House,E,,FALSE,0,FALSE,1973,156,,,,,,3,,,,124,,,1
170000,Faro,Vila Real de Santo António,Vila Real de Santo António,House,NC,,,1,,2023,119,,,FALSE,FALSE,TRUE,4,3,0,Needs renovation,88,180,146.95,2
13950,Santarém,Entroncamento,São João Baptista,Garage,NC,,,0,,1990,49,,38:59.1,TRUE,FALSE,FALSE,,,,,49,525,49,
190500,Santarém,Rio Maior,Marmeleira e Assentiz,Other - Commercial,C,,FALSE,0,FALSE,,170,266,,,,,,,,,,,,2
165000,Lisboa,Vila Franca de Xira,Vila Franca de Xira,Transfer of lease,B-,,,0,,,95,,,FALSE,FALSE,FALSE,6,,2,Good condition,73,,,2
425000,Lisboa,Alenquer,Carregado e Cadafais,House,D,,,0,,2023,280,,,TRUE,FALSE,FALSE,6,5,0,,276,,,3
215000,Lisboa,Sintra,Algueirão-Mem Martins,Apartment,D,4th Floor,FALSE,0,FALSE,1992,92,,,,,,2,,,,92,,,2
64900,Santarém,Santarém,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",Land,NC,,,0,,,0,,,FALSE,FALSE,FALSE,,,0,,,212,,0
79000,Castelo Branco,Castelo Branco,Cebolais de Cima e Retaxo,Land,NC,,,0,,,561,,,FALSE,FALSE,FALSE,,,0,,,561,,0
40000,Coimbra,Coimbra,Brasfemes,House,F,,FALSE,0,FALSE,1970,88,176,,,,,3,,,,156,,,1
370000,Porto,Santo Tirso,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Other - Commercial,NC,,FALSE,0,FALSE,1989,282,,,,,,,,,,282,,,0
1950000,Setúbal,Almada,Charneca de Caparica e Sobreda,House,B,,,1,,1986,236,,,FALSE,FALSE,FALSE,6,4,0,Good condition,229,1039,353,4
395000,Lisboa,Sintra,"Almargem do Bispo, Pêro Pinheiro e Montelavar",House,A,,FALSE,1,TRUE,2003,1800,,,,,,3,,,,103,,,2
320000,Bragança,Bragança,Espinhosela,House,F,,FALSE,3,TRUE,1995,4980,,,,,,13,,,,488,,,
200000,Setúbal,Grândola,Grândola e Santa Margarida da Serra,Apartment,D,Ground Floor,FALSE,0,FALSE,1996,151,,,,,,2,,,,101,,,1
30000,Castelo Branco,Fundão,"Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",Land,NC,,FALSE,0,FALSE,,2700,2700,,,,,,,,,2700,,,
6500,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,FALSE,1,TRUE,1994,79,,,,,,1,,,,79,,,1
238837,Lisboa,Odivelas,Póvoa de Santo Adrião e Olival Basto,Apartment,D,,,0,,1988,76,,30:02.8,FALSE,FALSE,FALSE,3,2,0,,84,,84,1
76500,Coimbra,Coimbra,Eiras e São Paulo de Frades,Land,NC,,FALSE,0,FALSE,,564,,,,,,,,,,,,,0
125000,Aveiro,Ovar,"Ovar, São João, Arada e São Vicente de Pereira Jusã",Land,NC,,FALSE,0,FALSE,,4300,,,,,,,,,,,,,0
69000,Porto,Amarante,Lufrei,House,F,,FALSE,0,FALSE,2002,70,,,,,,2,,,,70,,,1
79900,Braga,Vila Nova de Famalicão,Carreira e Bente,Land,NC,,FALSE,0,FALSE,,1858,,,,,,,,,,,,,0
285000,Coimbra,Figueira da Foz,Tavarede,Apartment,A+,5th Floor,TRUE,1,TRUE,,96,111,,,,,2,,,,96,,,2
135000,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",Apartment,NC,2nd Floor,TRUE,1,TRUE,,35,57,,,,,0,,,,55,,,1
415000,Lisboa,Mafra,"Enxara do Bispo, Gradil e Vila Franca do Rosário",Apartment,A+,,,0,,2024,128,,,TRUE,TRUE,FALSE,3,2,0,New,105,280,,3
750000,Faro,Lagoa (Algarve),Ferragudo,Building,NC,,FALSE,0,FALSE,1940,1087,,,,,,,,,,400,,,0
476000,Lisboa,Vila Franca de Xira,Vialonga,Apartment,A+,4th Floor,TRUE,2,TRUE,,158,188,,,,,3,,,,142,,,3
185000,Lisboa,Torres Vedras,Silveira,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,5000,,0
60000,Aveiro,Anadia,Vilarinho do Bairro,Land,NC,,FALSE,0,FALSE,,2080,,,,,,,,,,,,,0
110000,Viana do Castelo,Valença,Verdoejo,Land,NC,,FALSE,0,FALSE,,7380,,,,,,,,,,,,,0
550000,Setúbal,Moita,Moita,Farm,NC,,,0,,1950,50,,,FALSE,FALSE,FALSE,,,0,,45,50680,,0
30000,Castelo Branco,Castelo Branco,Lardosa,Land,NC,,FALSE,0,FALSE,,5625,,,,,,,,,,,,,
160000,Bragança,Bragança,"Sé, Santa Maria e Meixedo",Apartment,D,,,0,,2006,142,,,TRUE,TRUE,FALSE,,3,0,Good condition,118,,164,2
350000,Coimbra,Coimbra,Santa Clara e Castelo Viegas,Apartment,NC,,,0,,2024,150,,22:32.6,TRUE,TRUE,TRUE,,3,0,,116,,,2
240000,Porto,Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Apartment,D,,,1,,2003,92,,37:58.6,FALSE,FALSE,FALSE,,2,,,76,,,1
490000,Lisboa,Sobral de Monte Agraço,São Quintino,House,E,,,1,,1992,873,,10:16.8,FALSE,FALSE,FALSE,17,7,0,Good condition,1164,1969,,4
49950,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Store,F,,,0,,,19,,,FALSE,FALSE,FALSE,0,0,0,,,,,0
580000,Porto,Porto,Ramalde,Apartment,NC,1st Floor,TRUE,2,TRUE,,118,102,,,,,3,,,,91,,,2
192500,Setúbal,Moita,Alhos Vedros,Apartment,E,,,1,,2001,65,,,FALSE,TRUE,FALSE,,1,1,,94,,,1
112500,Braga,Vila Verde,Lage,Land,A+,,FALSE,0,FALSE,,509,,,,,,,,,,126,,,0
350000,Leiria,Alcobaça,Cela,House,NC,,FALSE,2,TRUE,2021,600,190,,,,,3,,,,190,,,3
990000,Lisboa,Lisboa,Estrela,Store,B-,,,1,,2015,222,,,FALSE,FALSE,FALSE,1,,0,Good condition,199,,222,1
6900,Santarém,Tomar,Sabacheira,House,NC,,FALSE,0,FALSE,1937,36,36,,,,,3,,,,32,,,1
230000,Setúbal,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",Building,NC,,FALSE,0,FALSE,1951,184,,,,,,,,,,184,,,0
29000,Vila Real,Peso da Régua,Moura Morta e Vinhós,Farm,NC,,FALSE,0,FALSE,,55312,,,,,,,,,,,,,0
32640,Leiria,Marinha Grande,Vieira de Leiria,Land,NC,,,0,,,522,,,FALSE,FALSE,FALSE,0,0,0,,522,522,,0
99000,Coimbra,Cantanhede,Cantanhede e Pocariça,Other - Commercial,D,,,0,,,149,,,FALSE,FALSE,FALSE,,,2,Used,149,149,149,4
425000,Aveiro,Santa Maria da Feira,"Santa Maria da Feira, Travanca, Sanfins e Espargo",Apartment,NC,,,0,,,141,,46:26.4,TRUE,TRUE,TRUE,4,3,1,New,140,,170,3
20000,Castelo Branco,Castelo Branco,Santo André das Tojeiras,Land,NC,,FALSE,0,FALSE,1989,17800,,,,,,,,,,,,,0
365000,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",House,C,,FALSE,1,TRUE,1984,414,,,,,,3,,,,216,,,2
58000,Santarém,Torres Novas,"Torres Novas (São Pedro), Lapas e Ribeira Branca",Farm,NC,,FALSE,0,FALSE,1970,7240,41,,,,,0,,,,41,,,0
42500,Vila Real,Ribeira de Pena,Cerva e Limões,House,NC,,,1,,1948,162,,31:03.5,FALSE,FALSE,FALSE,5,3,1,,162,284,214.65,1
63500,Leiria,Leiria,Maceira,House,NC,,,0,,1968,70,,,FALSE,FALSE,FALSE,,2,0,,70,,,1
79800,Aveiro,Santa Maria da Feira,Nogueira da Regedoura,Land,NC,,,0,,2006,,,,FALSE,FALSE,FALSE,,,0,,,448,,0
425000,Porto,Matosinhos,Matosinhos e Leça da Palmeira,House,C,,,0,,1997,167,,,TRUE,FALSE,FALSE,,3,0,Good condition,111,,167,2
285000,Faro,Loulé,Almancil,Apartment,A,,,1,,2023,102,,,FALSE,TRUE,FALSE,,2,0,New,102,,,0
19800,Leiria,Batalha,Reguengo do Fetal,House,NC,,FALSE,0,FALSE,1935,48,,,,,,2,,,,48,,,0
117000,Lisboa,Odivelas,Póvoa de Santo Adrião e Olival Basto,Apartment,D,,,0,,1990,80,,,FALSE,FALSE,FALSE,,2,0,,75,,,1
340000,Porto,Porto,Lordelo do Ouro e Massarelos,Apartment,A,3rd Floor,TRUE,1,TRUE,,75,93,,,,,2,,,,75,,,2
445000,Porto,Vila Nova de Gaia,Canidelo,Apartment,NC,,,1,,,107,,42:49.0,FALSE,TRUE,TRUE,,2,0,,107,,,2
625000,Lisboa,Lisboa,Alvalade,Apartment,C,3rd Floor,FALSE,0,FALSE,1951,0,104,,,,,3,,,,88,,,2
165000,Aveiro,Ovar,Esmoriz,Apartment,C,2nd Floor,TRUE,1,TRUE,1989,93,,,,,,3,,,,86,,,1
140000,Vila Real,Chaves,Santa Maria Maior,Apartment,B-,2nd Floor,FALSE,0,FALSE,2023,45,,,,,,1,,,,45,,,1
750000,Lisboa,Lourinhã,Ribamar,Land,NC,,FALSE,0,FALSE,,2498,,,,,,,,,,,,,0
1120000,Lisboa,Lisboa,Misericórdia,Apartment,B,,,1,,2010,180,,,FALSE,TRUE,TRUE,4,2,1,Like new,149,150,,3
229000,Lisboa,Sintra,Massamá e Monte Abraão,Apartment,C,2nd Floor,FALSE,0,FALSE,1989,126,157,,,,,3,,,,113,,,2
550000,Lisboa,Lisboa,Arroios,Apartment,E,1st Floor,TRUE,0,FALSE,2003,148,148,,,,,3,,,,111,,,2
51500,Évora,Alandroal,Santo António (Capelins),House,F,,,0,,1987,101,,53:51.0,FALSE,FALSE,FALSE,,2,1,,81,,,1
152500,Setúbal,Palmela,Pinhal Novo,Land,NC,,,0,,,,,02:30.6,FALSE,FALSE,FALSE,,,,,,10000,,
1100000,Faro,Lagos,São Gonçalo de Lagos,Land,NC,,FALSE,0,FALSE,2020,1613,900,,,,,0,,,,765,,,0
39250,Porto,Lousada,"Cristelos, Boim e Ordem",Land,NC,,,0,,,451,,,FALSE,FALSE,FALSE,0,0,0,,451,451,,0
70000,Guarda,Mêda,"Mêda, Outeiro de Gatos e Fonte Longa",House,E,,FALSE,0,FALSE,1937,222,380,,,,,4,,,,156,,,2
190000,Porto,Vila Nova de Gaia,Serzedo e Perosinho,Apartment,D,,,1,,2003,103,,47:18.2,FALSE,TRUE,FALSE,3,2,0,,103,,,2
628000,Porto,Matosinhos,Matosinhos e Leça da Palmeira,House,A,,,0,,2023,117,,46:32.3,TRUE,FALSE,FALSE,3,2,,New,117,,160.48,3
145000,Porto,Vila Nova de Gaia,Vilar de Andorinho,Apartment,C,Above 10th Floor,TRUE,0,FALSE,1992,73,76,,,,,2,,,,73,,,1
295000,Porto,Paredes,Rebordosa,Apartment,A,,,1,,,117,,,FALSE,TRUE,FALSE,4,3,1,New,117,,187.1,4
240000,Évora,Vendas Novas,Vendas Novas,House,D,,FALSE,3,TRUE,1984,5000,138,,,,,3,,,,144,,,1
1700000,Porto,Gondomar,Rio Tinto,Building,D,,TRUE,0,FALSE,1970,174,,,,,,,,,,798,,,0
760000,Porto,Trofa,Bougado (São Martinho e Santiago),Warehouse,NC,,FALSE,0,FALSE,,3200,1016,,,,,,,,,1016,,,2
29000,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,Land,NC,,,0,,,,,48:07.6,FALSE,FALSE,FALSE,,,0,,,700,,0
600000,Lisboa,Mafra,Ericeira,Apartment,NC,2nd Floor,TRUE,1,TRUE,,137,188,,,,,3,,,,125,,,3
70000,Aveiro,Ílhavo,Gafanha da Nazaré,Store,D,,FALSE,0,FALSE,,92,92,,,,,0,,,,,,,0
120000,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,FALSE,0,FALSE,,1909,1909,,,,,,,,,1909,,,0
78000,Santarém,Ourém,Nossa Senhora da Piedade,Warehouse,C,,,0,,1994,200,,,FALSE,FALSE,FALSE,,,0,Used,180,,200,2
489000,Lisboa,Loures,Sacavém e Prior Velho,Apartment,C,1st Floor,TRUE,2,TRUE,2007,160,52,,,,,3,,,,118,,,3
165000,Leiria,Alcobaça,Alcobaça e Vestiaria,Apartment,D,1st Floor,FALSE,1,TRUE,2016,114,141,,,,,3,,,,114,,,2
165000,Setúbal,Barreiro,"Alto do Seixalinho, Santo André e Verderena",Store,G,Ground Floor,FALSE,0,FALSE,1991,208,208,,,,,,,,,190,,,2
93000,Braga,Celorico de Basto,Fervença,Apartment,D,,,0,,2003,60,,44:50.8,FALSE,TRUE,FALSE,,1,1,Good condition,57,,,1
780000,Lisboa,Oeiras,Carnaxide e Queijas,House,E,,,0,,1983,150,,,FALSE,FALSE,FALSE,4,3,1,Like new,150,200,,4
357000,Lisboa,Loures,Santo António dos Cavaleiros e Frielas,Apartment,B,2nd Floor,TRUE,2,TRUE,,109,122,,,,,3,,,,98,,,2
295000,Vila Real,Chaves,Outeiro Seco,House,E,,FALSE,2,TRUE,2000,414,280,,,,,4,,,,280,,,3
222000,Aveiro,Aveiro,Esgueira,Apartment,A,,,1,,,60,,30:50.9,FALSE,TRUE,TRUE,3,1,1,New,60,,70,2
1150000,Lisboa,Lisboa,São Domingos de Benfica,Apartment,C,,,1,,1992,338,,21:56.0,FALSE,TRUE,FALSE,,6,0,,338,,350,4
14000,Lisboa,Lisboa,Parque das Nações,Garage,NC,,TRUE,1,TRUE,2008,18,,,,,,,,,,18,,,0
300000,Viana do Castelo,Monção,Podame,House,A+,,,1,,1983,357,,,FALSE,FALSE,FALSE,6,5,2,Good condition,238,4500,357,5
790000,Lisboa,Cascais,Carcavelos e Parede,Apartment,C,,,1,,2002,133,,42:46.9,FALSE,TRUE,FALSE,4,3,1,Good condition,122,,,3
165000,Aveiro,Vagos,Fonte de Angeão e Covão do Lobo,Apartment,B,1st Floor,FALSE,1,TRUE,2020,132,152,,,,,2,,,,108,,,1
1100000,Lisboa,Cascais,Cascais e Estoril,House,C,,,1,,1999,142,,,FALSE,FALSE,FALSE,2,2,0,,127,0,0,2
219900,Braga,Amares,Fiscal,Land,NC,,,0,,,,,01:55.2,FALSE,FALSE,FALSE,,,0,,,4600,,0
118000,Faro,Loulé,São Clemente,Apartment,NC,Ground Floor,FALSE,0,FALSE,1984,122,,,,,,0,,,,122,,,0
240000,Lisboa,Sintra,São João das Lampas e Terrugem,Land,NC,,,0,,,,,19:55.0,FALSE,FALSE,FALSE,,,,,,4960,,
49500,Castelo Branco,Sertã,Sertã,Land,NC,,FALSE,0,FALSE,,2147,,,,,,,,,,,,,0
169000,Évora,Évora,São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Farm,E,,,0,,1988,162,,,FALSE,FALSE,FALSE,6,3,0,,,4500,162,1
26500,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),Store,NC,,,0,,,18,,,FALSE,FALSE,FALSE,0,0,0,New,,18,,0
430000,Lisboa,Lisboa,Arroios,Apartment,D,,,0,,1937,111,,,FALSE,FALSE,FALSE,,6,0,,111,,,2
75000,Aveiro,Vale de Cambra,Cepelos,House,F,,,1,,1937,55,,,FALSE,FALSE,FALSE,,2,0,,55,250,230,1
100000,Setúbal,Barreiro,Santo António da Charneca,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,760,,0
227500,Lisboa,Sintra,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Apartment,C,2nd Floor,FALSE,0,FALSE,2000,72,,,,,,2,,,,72,,,1
20000,Santarém,Ferreira do Zêzere,Águas Belas,Other - Residential,NC,,FALSE,3,TRUE,1937,2160,102,,,,,,,,,120,,,0
150000,Braga,Terras de Bouro,Valdosende,House,NC,,,0,,1989,40,,,FALSE,FALSE,FALSE,,0,0,,7930,7930,,0
35000,Évora,Montemor-o-Novo,"Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Land,NC,,FALSE,0,FALSE,,870,,,,,,,,,,,,,0
20000,Portalegre,Portalegre,Sé e São Lourenço,House,NC,,,0,,1951,134,,21:57.0,FALSE,FALSE,FALSE,4,2,1,,120,67,134,1
135000,Coimbra,Coimbra,Santo António dos Olivais,Apartment,E,Ground Floor,FALSE,0,FALSE,1983,129,129,,,,,1,,,,60,,,1
67000,Santarém,Santarém,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",Land,NC,,FALSE,0,FALSE,,20520,,,,,,,,,,,,,0
3500,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,,,0,,1996,60,,,FALSE,FALSE,FALSE,2,1,0,,60,583,,1
505000,Lisboa,Lisboa,Santa Maria Maior,Apartment,C,,,0,,2019,100,,35:55.4,FALSE,FALSE,FALSE,,2,0,,90,,,1
520000,Lisboa,Lisboa,Alvalade,Apartment,A,,,1,,,87,,,FALSE,TRUE,FALSE,,1,0,,87,,87,1
499000,Santarém,Ourém,Gondemaria e Olival,House,A+,,,0,,2012,203,,,FALSE,FALSE,FALSE,,3,0,,447,2380,244,3
400000,Viana do Castelo,Arcos de Valdevez,Rio de Moinhos,Farm,NC,,,0,,1937,219,,,FALSE,FALSE,FALSE,,,0,Used,219,23310,387.8,0
29000,Castelo Branco,Covilhã,Casegas e Ourondo,House,NC,,FALSE,0,FALSE,1940,134,141,,,,,2,,,,77,,,0
199999,Santarém,Ourém,Atouguia,House,F,,,0,,1997,212,,07:18.2,TRUE,FALSE,FALSE,,4,3,,170,650,425,5
205000,Braga,Braga,"Real, Dume e Semelhe",Apartment,C,3rd Floor,TRUE,1,TRUE,1998,122,,,,,,2,,,,130,,,1
260000,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",House,E,,,0,,2005,164,,51:12.5,TRUE,FALSE,FALSE,,4,0,,164,,,2
70000,Leiria,Porto de Mós,Porto de Mós - São João Baptista e São Pedro,Store,D,,,0,,1998,53,,,FALSE,FALSE,FALSE,,,0,,53,,53,1
100000,Porto,Penafiel,São Martinho Recezinhos,Land,NC,,,0,,,326,,,FALSE,FALSE,FALSE,,,0,,326,1536,326,0
20000,Leiria,Alvaiázere,Alvaiázere,Land,NC,,,0,,,,,20:14.2,FALSE,FALSE,FALSE,,,0,,,800,,0
142500,Braga,Braga,São Victor,Apartment,D,1st Floor,FALSE,0,FALSE,1994,66,,,,,,1,,,,66,,,1
445000,Faro,Faro,Faro (Sé e São Pedro),Apartment,A,5th Floor,TRUE,1,TRUE,,88,132,,,,,2,,,,116,,,2
78000,Beja,Aljustrel,Ervidel,House,E,,FALSE,0,FALSE,1988,88,,,,,,3,,,,88,,,1
209900,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),Apartment,D,,,0,,1984,105,,20:40.6,FALSE,TRUE,FALSE,,2,2,,105,105,,2
550000,Porto,Vila Nova de Gaia,Canidelo,Apartment,A+,1st Floor,TRUE,2,TRUE,,104,,,,,,2,,,,91,,,2
70000,Braga,Vieira do Minho,Vieira do Minho,Store,NC,,FALSE,0,FALSE,,87,,,,,,,,,,,,,0
36500,Braga,Fafe,Quinchães,Land,NC,,FALSE,0,FALSE,,2800,,,,,,,,,,,,,0
405000,Lisboa,Lisboa,Santa Clara,Apartment,C,6th Floor,TRUE,1,TRUE,1999,0,126,,,,,3,,,,97,,,2
115000,Santarém,Entroncamento,São João Baptista,Apartment,C,1st Floor,FALSE,0,FALSE,1971,83,,,,,,2,,,,76,,,1
165000,Setúbal,Seixal,Amora,Apartment,D,,,0,,1973,87,,07:23.4,FALSE,FALSE,FALSE,3,2,,,87,,,1
375000,Porto,Vila Nova de Gaia,Pedroso e Seixezelo,House,F,,FALSE,3,TRUE,1990,939,638,,,,,7,,,,638,,,0
160000,Porto,Porto,Bonfim,Studio,NC,,,1,,2023,30,,11:49.1,FALSE,TRUE,FALSE,1,0,0,,30,,,1
159900,Braga,Amares,Bouro (Santa Maria),House,NC,,,0,,1968,146,,04:26.1,TRUE,FALSE,FALSE,,2,0,,195,6345,,1
190000,Vila Real,Chaves,Nogueira da Montanha,House,E,,FALSE,3,TRUE,1989,1400,340,,,,,6,,,,340,,,3
27500,Beja,Moura,Amareleja,House,F,,FALSE,2,TRUE,2008,78,,,,,,2,,,,132,,,0
500000,Porto,Matosinhos,Matosinhos e Leça da Palmeira,Land,NC,,FALSE,0,FALSE,,465,,,,,,,,,,,,,0
580000,Faro,Loulé,São Clemente,House,E,,FALSE,3,TRUE,1937,15100,,,,,,1,,,,54,,,2
1200,Santarém,Mação,Amêndoa,Land,NC,,FALSE,0,FALSE,,600,,,,,,,,,,,,,0
140000,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Apartment,D,Ground Floor,TRUE,0,FALSE,1988,212,91,,,,,3,,,,76,,,2
28000,Bragança,Bragança,"Sé, Santa Maria e Meixedo",Land,NC,,FALSE,0,FALSE,,5500,5500,,,,,,,,,5500,,,0
48000,Porto,Penafiel,Guilhufe e Urrô,Land,NC,,,0,,,570,,,FALSE,FALSE,FALSE,,,0,,,570,,0
95000,Aveiro,Aveiro,Eixo e Eirol,Land,NC,,FALSE,0,FALSE,,5420,,,,,,,,,,,,,0
270000,Lisboa,Lisboa,Alcântara,Apartment,D,,,0,,1987,33,,00:59.0,FALSE,FALSE,FALSE,,0,0,,28,,,1
325000,Setúbal,Moita,Moita,House,E,,FALSE,1,TRUE,1951,560,560,,,,,4,,,,127,,,2
95000,Viana do Castelo,Valença,"Valença, Cristelo Covo e Arão",Store,C,1st Floor,FALSE,0,FALSE,,63,,,,,,,,,,,,,2
15000,Castelo Branco,Castelo Branco,Louriçal do Campo,Land,NC,,FALSE,0,FALSE,,4250,4250,,,,,,,,,4250,,,0
290000,Coimbra,Figueira da Foz,Tavarede,Apartment,D,Ground Floor,TRUE,2,TRUE,2007,179,,,,,,4,,,,179,,,2
205000,Lisboa,Sintra,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,621,,0
60000,Leiria,Pombal,Pombal,House,NC,,FALSE,3,TRUE,1968,68,,,,,,2,,,,1123,,,0
595000,Lisboa,Cascais,Cascais e Estoril,Apartment,D,Ground Floor,TRUE,0,FALSE,1986,174,,,,,,5,,,,154,,,2
35000,Porto,Felgueiras,"Pedreira, Rande e Sernande",Land,NC,,,0,,1937,450,,,FALSE,FALSE,FALSE,,0,1,,450,450,,1
570000,Ilha Terceira,Praia da Vitória,Porto Martins,House,NC,,,1,,2003,179,,29:49.1,FALSE,FALSE,FALSE,,4,3,Good condition,168,968,,3
20000,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Garage,NC,,FALSE,1,TRUE,,18,,,,,,,,,,,,,0
299500,Lisboa,Lisboa,Arroios,Apartment,C,,,0,,1922,78,,,FALSE,FALSE,FALSE,4,3,1,,75,186,,2
97500,Castelo Branco,Castelo Branco,Monforte da Beira,House,F,,,0,,1937,115,,,FALSE,FALSE,FALSE,4,3,1,,112,66,115,2
399000,Lisboa,Mafra,Ericeira,Apartment,D,Ground Floor,FALSE,0,FALSE,1983,190,82,,,,,2,,,,60,,,1
470000,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",House,D,,FALSE,0,FALSE,1937,117,246,,,,,5,,,,246,,,4
19900,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Storage,NC,,,0,,1975,7,,,FALSE,FALSE,FALSE,1,,0,Good condition,4,435,4.5,0
30000,Aveiro,Águeda,Fermentelos,Land,NC,,,0,,2018,373,,,FALSE,FALSE,FALSE,0,0,0,,373,373,,0
330000,Setúbal,Palmela,Pinhal Novo,House,E,,FALSE,3,TRUE,1996,1480,,,,,,2,,,,150,,,1
333000,Lisboa,Loures,Santo António dos Cavaleiros e Frielas,Apartment,A+,,,1,,2023,89,,,FALSE,TRUE,FALSE,,2,0,,80,,99,2
189000,Lisboa,Amadora,Águas Livres,Apartment,D,Ground Floor,FALSE,0,FALSE,1978,67,,,,,,2,,,,67,,,1
345000,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Apartment,F,,,1,,1994,85,,27:57.7,FALSE,TRUE,FALSE,3,2,0,,85,,,1
169500,Faro,Faro,Faro (Sé e São Pedro),Apartment,C,3rd Floor,FALSE,0,FALSE,1980,79,,,,,,2,,,,68,,,1
205000,Viana do Castelo,Ponte de Lima,Correlhã,House,E,,FALSE,2,TRUE,1964,1000,180,,,,,3,,,,140,,,0
16000,Santarém,Rio Maior,Outeiro da Cortiçada e Arruda dos Pisões,Land,NC,,,0,,,,,57:47.2,FALSE,FALSE,FALSE,,,0,,,3200,,0
52000,Castelo Branco,Castelo Branco,Escalos de Cima e Lousa,Land,NC,,FALSE,0,FALSE,,1000,,,,,,,,,,,,,
140000,Lisboa,Vila Franca de Xira,Castanheira do Ribatejo e Cachoeiras,Apartment,D,2nd Floor,FALSE,0,FALSE,1951,390,,,,,,2,,,,102,,,1
640000,Faro,Tavira,Tavira (Santa Maria e Santiago),Apartment,A,,,1,,2003,122,,,FALSE,TRUE,FALSE,4,3,0,New,122,,,3
