Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
55000,Coimbra,Figueira da Foz,Alqueidão,Land,NC,,FALSE,0,FALSE,,1287,,,,,,,,,,1287,,,0
289000,Setúbal,Montijo,Canha,House,D,,FALSE,2,TRUE,1986,306,306,,,,,4,,,,156,,,4
46500,Lisboa,Lourinhã,Lourinhã e Atalaia,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,2880,,0
203000,Porto,Vila Nova de Gaia,Vilar de Andorinho,Apartment,E,3rd Floor,TRUE,1,TRUE,1996,118,,,,,,2,,,,92,,,2
72500,Braga,Cabeceiras de Basto,"Refojos de Basto, Outeiro e Painzela",Land,NC,,,0,,,1954,,,FALSE,FALSE,FALSE,,,0,,,1954,,0
599000,Lisboa,Cascais,Carcavelos e Parede,Apartment,NC,3rd Floor,FALSE,1,TRUE,1989,151,,,,,,3,,,,151,,,2
139000,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,House,F,1st Floor,FALSE,0,FALSE,1951,147,,,,,,4,,,,147,,,1
197500,Leiria,Porto de Mós,Pedreiras,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,3346,,0
34000,Faro,São Brás de Alportel,São Brás de Alportel,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,3260,,0
39900,Braga,Celorico de Basto,"Britelo, Gémeos e Ourilhe",Store,NC,,FALSE,0,FALSE,1990,36,,,,,,0,,,,,,,0
41000,Aveiro,Oliveira de Azeméis,Ossela,Land,NC,,FALSE,0,FALSE,,3710,,,,,,,,,,,,,0
770000,Lisboa,Odivelas,Ramada e Caneças,House,NC,,FALSE,2,TRUE,,256,,,,,,4,,,,120,,,4
58000,Bragança,Bragança,Sortes,House,E,,,0,,1982,104,,,FALSE,FALSE,FALSE,,3,0,Good condition,104,57,108,1
395000,Porto,Penafiel,Penafiel,House,C,,,0,,2020,340,,,TRUE,FALSE,FALSE,,3,0,Good condition,397,397,397,4
230000,Setúbal,Montijo,Montijo e Afonsoeiro,Apartment,C,Ground Floor,TRUE,1,TRUE,2007,100,,,,,,2,,,,93,,,2
1200000,Évora,Évora,"Évora (São Mamede, Sé, São Pedro e Santo Antão)",Building,D,,,0,,1960,495,,,FALSE,FALSE,FALSE,20,,0,,495,,,0
510000,Lisboa,Mafra,Santo Isidoro,House,C,,,1,,2003,192,,27:29.5,FALSE,FALSE,FALSE,,4,,,192,400,230,3
1300000,Évora,Arraiolos,Vimieiro,Farm,F,,,1,,2002,360,,,FALSE,FALSE,FALSE,,,0,,500,1,360,0
1520000,Lisboa,Lisboa,Estrela,Apartment,A,2nd Floor,TRUE,2,TRUE,,191,,,,,,3,,,,191,,,0
82000,Leiria,Caldas da Rainha,Alvorninha,Land,NC,,,0,,,28261,,20:18.4,FALSE,FALSE,FALSE,,,,,28261,28261,28261,
288000,Lisboa,Loures,Santo António dos Cavaleiros e Frielas,Apartment,A+,2nd Floor,TRUE,0,FALSE,2022,87,91,,,,,2,,,,78,,,1
190000,Porto,Porto,Paranhos,Apartment,C,6th Floor,TRUE,0,FALSE,2000,46,49,,,,,1,,,,46,,,1
94900,Setúbal,Setúbal,São Sebastião,House,NC,,,0,,1951,38,,,FALSE,FALSE,FALSE,,1,0,,34,,,0
398000,Setúbal,Sesimbra,Quinta do Conde,House,E,,FALSE,2,TRUE,1995,315,,,,,,3,,,,136,,,3
7000,Lisboa,Loures,Lousa,Land,NC,,,0,,,5600,,26:50.7,FALSE,FALSE,FALSE,,,,,5600,5600,5600,
20000,Lisboa,Vila Franca de Xira,Vila Franca de Xira,Land,NC,,FALSE,0,FALSE,,450,,,,,,,,,,,,,
1250000,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Apartment,B-,Basement,TRUE,3,TRUE,2005,215,336,,,,,4,,,,175,,,3
7750,Faro,Albufeira,Guia,Apartment,B,Ground Floor,TRUE,1,TRUE,1989,9900,,,,,,0,,,,33,,,1
177000,Vila Real,Alijó,Vila Chã,House,E,,FALSE,2,TRUE,2005,795,247,,,,,5,,,,195,,,3
80000,Porto,Felgueiras,Revinhade,Land,NC,,,0,,,386,,14:54.2,FALSE,FALSE,FALSE,,,,,,800,,
220000,Castelo Branco,Sertã,Várzea dos Cavaleiros,House,E,,FALSE,1,TRUE,1997,263,,,,,,3,,,,263,,,3
895000,Coimbra,Coimbra,Santo António dos Olivais,House,A,,,0,,1983,222,,07:32.8,TRUE,FALSE,TRUE,10,5,4,Like new,200,202,252,4
190000,Porto,Maia,Águas Santas,Store,D,,TRUE,0,FALSE,1991,537,,,,,,,,,,537,,,4
80000,Faro,Portimão,Mexilhoeira Grande,Land,NC,,FALSE,0,FALSE,,143,,,,,,,,,,,,,0
325000,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",House,A+,,FALSE,2,TRUE,,270,,,,,,4,,,,243,,,3
320000,Braga,Vila Nova de Famalicão,Requião,House,E,,FALSE,1,TRUE,1998,583,,,,,,4,,,,394,,,2
230000,Setúbal,Barreiro,"Alto do Seixalinho, Santo André e Verderena",Apartment,B-,3rd Floor,TRUE,0,FALSE,2008,108,102,,,,,2,,,,102,,,1
650000,Porto,Paredes,Paredes,Land,NC,,,1,,,,,,FALSE,FALSE,FALSE,,0,0,Good condition,,1,,0
120000,Lisboa,Cadaval,Vilar,House,D,,FALSE,0,FALSE,1951,416,94,,,,,5,,,,71,,,1
139900,Setúbal,Barreiro,Barreiro e Lavradio,Apartment,C,2nd Floor,FALSE,0,FALSE,1970,60,67,,,,,2,,,,52,,,1
450000,Porto,Marco de Canaveses,Marco,House,E,,FALSE,1,TRUE,2005,5000,232,,,,,3,,,,110,,,3
430000,Porto,Vila Nova de Gaia,Grijó e Sermonde,House,A,,FALSE,2,TRUE,,171,,,,,,3,,,,171,,,4
189000,Viana do Castelo,Viana do Castelo,Darque,Apartment,A,Ground Floor,TRUE,1,TRUE,,72,72,,,,,2,,,,72,,,1
27500,Lisboa,Alenquer,Ventosa,Land,NC,,FALSE,0,FALSE,,320,204,,,,,,,,,,,,0
70000,Setúbal,Almada,Charneca de Caparica e Sobreda,Land,NC,,,0,,,,,53:12.4,FALSE,FALSE,TRUE,,,0,,140,187,,0
175000,Aveiro,Oliveira de Azeméis,São Roque,House,E,,,0,,1978,195,,,TRUE,FALSE,FALSE,5,3,1,Reasonable,195,346,224,2
1290000,Lisboa,Lisboa,Campolide,Apartment,A+,2nd Floor,TRUE,2,TRUE,2023,0,230,,,,,3,,,,152,,,4
28000,Viana do Castelo,Ponte da Barca,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Land,NC,,FALSE,0,FALSE,,1400,,,,,,0,,,,1400,,,0
8000,Castelo Branco,Sertã,Pedrógão Pequeno,Land,NC,,,0,,,8400,,38:55.5,FALSE,FALSE,FALSE,,,0,,,8400,,0
390000,Lisboa,Cascais,Alcabideche,Apartment,E,,,0,,1984,88,,,FALSE,FALSE,FALSE,4,3,0,Good condition,80,,112,2
60000,Portalegre,Portalegre,Ribeira de Nisa e Carreiras,Farm,F,,FALSE,3,TRUE,1950,1836,176,,,,,3,,,,48,,,2
165000,Lisboa,Vila Franca de Xira,Alverca do Ribatejo e Sobralinho,Apartment,E,3rd Floor,FALSE,0,FALSE,1998,78,,,,,,3,,,,96,,,2
115000,Vila Real,Chaves,Calvão e Soutelinho da Raia,House,NC,,FALSE,0,FALSE,1937,62,79,,,,,1,,,,79,,,2
94000,Coimbra,Figueira da Foz,Buarcos e São Julião,Store,B,Ground Floor,TRUE,2,TRUE,2014,78,104,,,,,0,,,,,,,1
232000,Lisboa,Lisboa,Arroios,Apartment,E,Basement Level,FALSE,0,FALSE,1926,0,0,,,,,1,,,,58,,,1
155000,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,House,F,,,0,,1955,65,,,FALSE,FALSE,FALSE,,2,0,Like new,65,73,,1
80000,Leiria,Alcobaça,São Martinho do Porto,Land,NC,,,0,,,,,41:54.9,FALSE,FALSE,FALSE,,,,,,5900,,
245000,Porto,Póvoa de Varzim,"Póvoa de Varzim, Beiriz e Argivai",Apartment,B,,,0,,2012,107,,,TRUE,TRUE,FALSE,,2,0,,89,,,2
98000,Vila Real,Vila Real,Mouçós e Lamares,Land,NC,,FALSE,0,FALSE,,4800,,,,,,,,,,4800,,,0
640000,Faro,Portimão,Alvor,Apartment,A+,,,0,,2024,140,,,TRUE,TRUE,TRUE,3,2,0,New,120,,140,2
170000,Porto,Marco de Canaveses,Marco,Store,NC,,FALSE,0,FALSE,,126,,,,,,,,,,,,,2
63500,Porto,Matosinhos,"Custóias, Leça do Balio e Guifões",Transfer of lease,C,,FALSE,0,FALSE,1998,422,,,,,,,,,,,,,6
48000,Santarém,Mação,Amêndoa,Warehouse,NC,,FALSE,0,FALSE,1981,374,374,,,,,,,,,374,,,2
130000,Castelo Branco,Proença-a-Nova,Proença-a-Nova e Peral,House,F,,FALSE,3,TRUE,1982,557,503,,,,,6,,,,267,,,4
115000,Setúbal,Palmela,Quinta do Anjo,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,7000,,0
850000,Lisboa,Sintra,São João das Lampas e Terrugem,House,F,,,1,,2001,273,,,FALSE,FALSE,FALSE,5,4,0,,273,,,3
2250000,Lisboa,Lisboa,Campolide,Apartment,A+,Above 10th Floor,FALSE,3,TRUE,2023,172,208,,,,,3,,,,172,,,4
96000,Braga,Vieira do Minho,Salamonde,Store,NC,,FALSE,1,TRUE,,190,190,,,,,,,,,190,,,3
180000,Bragança,Mogadouro,Bruçó,Land,NC,,,0,,,,,06:28.9,FALSE,FALSE,FALSE,,,0,,,110000,,0
49500,Braga,Vila Verde,Vila Verde e Barbudo,Land,NC,,FALSE,1,TRUE,1937,544,,,,,,0,,,,,,,0
69900,Guarda,Guarda,Alvendre,Store,B-,,FALSE,0,FALSE,,106,199,,,,,,,,,,,,2
281875,Porto,Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Apartment,B,1st Floor,TRUE,1,TRUE,2023,95,124,,,,,2,,,,95,,,2
195000,Aveiro,Ílhavo,São Salvador,Apartment,C,,,0,,2007,132,,,TRUE,TRUE,FALSE,3,2,0,Like new,95,,,2
425000,Lisboa,Sintra,"Almargem do Bispo, Pêro Pinheiro e Montelavar",House,NC,,FALSE,2,TRUE,1951,194,,,,,,1,,,,200,,,3
249000,Braga,Braga,São Victor,Apartment,B-,,,0,,2023,73,,,FALSE,TRUE,FALSE,3,2,0,New,68,73,68,1
50000,Vila Real,Peso da Régua,Sedielos,House,F,,FALSE,0,FALSE,1939,557,240,,,,,4,,,,240,,,0
240000,Lisboa,Sintra,Queluz e Belas,Apartment,C,3rd Floor,TRUE,1,TRUE,2002,120,,,,,,3,,,,118,,,2
8500,Coimbra,Miranda do Corvo,Vila Nova,Land,NC,,FALSE,0,FALSE,,1320,,,,,,,,,,,,,0
60484,Coimbra,Figueira da Foz,Buarcos e São Julião,Store,NC,2nd Floor,TRUE,1,TRUE,2023,64,,,,,,,,,,,,,0
825000,Coimbra,Figueira da Foz,Buarcos e São Julião,Hotel,B,,,0,,2018,391,,,FALSE,TRUE,FALSE,12,,0,,,,,12
400000,Porto,Valongo,Ermesinde,Warehouse,NC,Ground Floor,FALSE,3,TRUE,1985,2200,,,,,,,,,,,,,0
465000,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso,Apartment,C,,,0,,1990,171,,,TRUE,TRUE,FALSE,5,4,0,Like new,171,,183.5,3
35000,Aveiro,Oliveira do Bairro,Oliveira do Bairro,Land,NC,,FALSE,0,FALSE,,2370,,,,,,,,,,,,,
590000,Lisboa,Vila Franca de Xira,Vila Franca de Xira,Building,D,,,0,,1950,304,,,FALSE,FALSE,FALSE,,,0,,304,,,0
15000,Faro,Silves,São Bartolomeu de Messines,Land,NC,,FALSE,0,FALSE,,2040,2040,,,,,,,,,2040,,,0
76150,Castelo Branco,Penamacor,Pedrógão de São Pedro e Bemposta,Land,NC,,FALSE,0,FALSE,,4640,,,,,,,,,,,,,0
365000,Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro,Apartment,A+,2nd Floor,TRUE,2,TRUE,,144,220,,,,,4,,,,144,,,3
75000,Aveiro,Mealhada,Vacariça,Land,NC,,,0,,,,,03:02.2,FALSE,FALSE,FALSE,,,0,,,14825,,0
82500,Braga,Celorico de Basto,Carvalho e Basto (Santa Tecla),Farm,NC,,,0,,,52,,,FALSE,FALSE,FALSE,,,0,,52,10140,104,0
54000,Lisboa,Arruda dos Vinhos,Arranhó,Land,NC,,,0,,,278,,,FALSE,FALSE,FALSE,0,,0,,278,278,278,0
65000,Leiria,Nazaré,Valado dos Frades,Land,NC,,FALSE,0,FALSE,,1440,,,,,,,,,,1440,,,0
380000,Setúbal,Barreiro,"Alto do Seixalinho, Santo André e Verderena",Building,NC,,,0,,1937,300,,,FALSE,FALSE,FALSE,14,,4,,250,151,,4
360000,Lisboa,Cascais,São Domingos de Rana,House,D,,,0,,1994,112,,,TRUE,FALSE,FALSE,4,3,2,,112,,112,2
120000,Setúbal,Moita,Moita,Land,NC,,,0,,,5227,,,FALSE,FALSE,FALSE,,,0,,,5227,,0
950000,Braga,Braga,"Nogueira, Fraião e Lamaçães",House,B-,,FALSE,3,TRUE,1999,1133,605,,,,,5,,,,310,,,6
999900,Porto,Póvoa de Varzim,"Póvoa de Varzim, Beiriz e Argivai",Apartment,E,Above 10th Floor,TRUE,2,TRUE,2005,155,,,,,,3,,,,135,,,3
45000,Coimbra,Figueira da Foz,Quiaios,House,NC,,,0,,1950,89,,30:13.0,FALSE,FALSE,FALSE,,3,0,,89,500,,1
48000,Porto,Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma",Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,2600,,0
337000,Lisboa,Sintra,Rio de Mouro,Apartment,D,2nd Floor,TRUE,2,TRUE,2001,120,148,,,,,3,,,,108,,,2
81000,Santarém,Benavente,Benavente,Land,NC,,FALSE,0,FALSE,,450,,,,,,,,,,,,,0
195000,Lisboa,Amadora,Mina de Água,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,815,,0
308000,Lisboa,Loures,Loures,Apartment,C,,,1,,2006,120,,,FALSE,TRUE,FALSE,3,2,0,Good condition,103,,,2
350000,Leiria,Alcobaça,Cela,House,NC,,FALSE,2,TRUE,2021,600,190,,,,,3,,,,190,,,3
76000,Leiria,Pombal,Vila Cã,House,NC,,,0,,1958,63,,02:17.5,FALSE,FALSE,FALSE,,3,0,,63,1428,63,1
850000,Lisboa,Amadora,Venteira,Building,F,,FALSE,0,FALSE,1950,274,,,,,,,,,,260,,,0
2950000,Lisboa,Torres Vedras,Maxial e Monte Redondo,Farm,D,,,1,,,414,,,FALSE,FALSE,FALSE,,11,0,,414,123350,,8
2199000,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",House,A,,TRUE,3,TRUE,2022,415,,,,,,5,,,,388,,,6
125000,Braga,Guimarães,Costa,Store,NC,,,0,,,47,,,TRUE,FALSE,TRUE,,,0,,,,,0
270000,Porto,Vila Nova de Gaia,Pedroso e Seixezelo,Store,B,,,0,,,266,,,FALSE,FALSE,FALSE,0,0,0,,,266,,0
144000,Porto,Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma",Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,1779,,0
255000,Porto,Vila Nova de Gaia,Canelas,Apartment,NC,,,1,,,95,,,FALSE,TRUE,TRUE,,3,0,,95,,112.51,0
185000,Faro,Portimão,Portimão,Apartment,F,3rd Floor,FALSE,0,FALSE,1985,103,109,,,,,3,,,,103,,,1
150000,Beja,Serpa,Serpa (Salvador e Santa Maria),Land,NC,,FALSE,0,FALSE,,22200,,,,,,,,,,,,,0
6000,Viana do Castelo,Arcos de Valdevez,Aguiã,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,0,,0,,,1120,,0
228000,Viana do Castelo,Viana do Castelo,Darque,Apartment,A,3rd Floor,TRUE,1,TRUE,,72,72,,,,,2,,,,72,,,1
290000,Aveiro,Aveiro,Glória e Vera Cruz,Apartment,D,,,0,,2023,104,,07:56.2,FALSE,FALSE,FALSE,,3,2,,121,,,2
139000,Aveiro,São João da Madeira,São João da Madeira,Apartment,F,Ground Floor,FALSE,0,FALSE,1989,72,111,,,,,3,,,,72,,,1
2250000,Santarém,Santarém,Vale de Santarém,Farm,E,,FALSE,0,FALSE,1957,260000,1335,,,,,7,,,,443,,,6
98000,Vila Real,Montalegre,Venda Nova e Pondras,Storage,NC,,FALSE,0,FALSE,,,,,,,,,,,,,,,0
46900,Castelo Branco,Castelo Branco,Lardosa,Land,NC,,FALSE,0,FALSE,1998,747,288,,,,,,,,,129,,,0
125000,Lisboa,Alenquer,Aldeia Galega da Merceana e Aldeia Gavinha,House,NC,,,0,,1951,51,,33:02.6,FALSE,FALSE,FALSE,2,1,0,,51,,,1
165000,Coimbra,Figueira da Foz,Buarcos e São Julião,House,D,,,0,,1988,135,,,FALSE,FALSE,FALSE,,4,3,,135,,,3
70000,Beja,Ourique,Ourique,House,F,,,0,,1937,150,,,FALSE,FALSE,FALSE,7,3,0,Needs renovation,150,150,150,1
290000,Santarém,Tomar,Tomar (São João Baptista) e Santa Maria dos Olivais,Land,NC,,,0,,1978,8320,,,FALSE,FALSE,FALSE,0,0,,,8320,8320,8320,
266000,Setúbal,Palmela,Pinhal Novo,Apartment,B,Ground Floor,TRUE,0,FALSE,2022,128,,,,,,3,,,,128,,,2
310000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,House,NC,,,1,,1994,50,,31:18.4,FALSE,FALSE,FALSE,,3,1,,50,2020,,2
820000,Aveiro,Aveiro,Esgueira,House,A+,,,0,,2023,327,,,FALSE,FALSE,FALSE,,4,0,,327,507,,3
170000,Coimbra,Montemor-o-Velho,Montemor-o-Velho e Gatões,House,NC,,,0,,1951,150,,,FALSE,FALSE,FALSE,8,8,1,Needs renovation,150,150,,2
1950000,Setúbal,Setúbal,Azeitão (São Lourenço e São Simão),Farm,C,,FALSE,3,TRUE,2023,4234,352,,,,,3,,,,312,,,6
995000,Faro,Lagoa (Algarve),Porches,Farm,F,,FALSE,3,TRUE,2003,20148,578,,,,,7,,,,352,,,6
170000,Santarém,Cartaxo,Ereira e Lapa,House,E,,FALSE,1,TRUE,1937,787,,,,,,3,,,,289,,,2
289900,Setúbal,Palmela,Pinhal Novo,House,E,,,1,,1980,108,,23:16.1,FALSE,FALSE,FALSE,,3,0,,108,415,108,2
95000,Vila Real,Sabrosa,Covas do Douro,Land,NC,,FALSE,0,FALSE,1989,2548,,,,,,,,,,,,,0
90000,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",Store,D,,FALSE,2,TRUE,,130,,,,,,,,,,,,,0
140000,Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,House,E,,FALSE,1,TRUE,1984,100,,,,,,3,,,,90,,,3
55000,Setúbal,Sesimbra,Quinta do Conde,Land,NC,,FALSE,0,FALSE,,141,,,,,,,,,,,,,
1050000,Vila Real,Santa Marta de Penaguião,Lobrigos (São Miguel e São João Baptista) e Sanhoane,Farm,NC,,,1,,,483,,47:43.3,FALSE,FALSE,FALSE,,,0,,483,43714,483.6,0
46000,Coimbra,Figueira da Foz,Maiorca,House,NC,,FALSE,0,FALSE,1962,189,,,,,,2,,,,74,,,1
179000,Faro,Portimão,Portimão,Apartment,D,Ground Floor,TRUE,0,FALSE,2006,50,,,,,,1,,,,46,,,1
17000,Évora,Mourão,Mourão,Land,NC,,FALSE,0,FALSE,,20250,,,,,,,,,,,,,
225000,Braga,Guimarães,Urgezes,Apartment,NC,2nd Floor,TRUE,1,TRUE,2009,115,,,,,,2,,,,115,,,2
275000,Aveiro,Águeda,Barrô e Aguada de Baixo,Store,D,,FALSE,0,FALSE,,730,369,,,,,0,,,,,,,0
49700,Portalegre,Elvas,Santa Eulália,House,E,,FALSE,0,FALSE,1951,140,,,,,,3,,,,126,,,2
340000,Braga,Amares,"Ferreiros, Prozelo e Besteiros",Apartment,NC,4th Floor,TRUE,1,TRUE,,195,,,,,,3,,,,121,,,2
32000,Viana do Castelo,Arcos de Valdevez,Gondoriz,Land,NC,,FALSE,0,FALSE,1999,3570,,,,,,,,,,,,,0
167500,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora,Apartment,NC,Ground Floor,FALSE,1,TRUE,1981,67,90,,,,,2,,,,67,,,1
315000,Lisboa,Lisboa,Arroios,Apartment,C,3rd Floor,FALSE,0,FALSE,1985,80,,,,,,3,,,,80,,,1
110000,Coimbra,Montemor-o-Velho,Arazede,Land,NC,,FALSE,0,FALSE,,5604,,,,,,,,,,,,,0
300000,Setúbal,Almada,Costa de Caparica,Store,NC,,,0,,1988,87,,,FALSE,FALSE,FALSE,,,1,,,,,1
30000,Faro,Loulé,Boliqueime,Land,NC,,,0,,1981,1700,,,FALSE,FALSE,FALSE,0,0,0,,1700,1700,,0
85000,Braga,Guimarães,Pinheiro,Land,NC,,,0,,,670,,,FALSE,FALSE,FALSE,,,0,,340,670,,0
360000,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora,Apartment,B-,3rd Floor,TRUE,1,TRUE,1993,109,167,,,,,3,,,,109,,,2
388000,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Apartment,A,,,1,,2024,113,,48:34.4,FALSE,TRUE,TRUE,,3,,,113,320,225.75,2
460000,Faro,Faro,Faro (Sé e São Pedro),Land,NC,Ground Floor,FALSE,0,FALSE,,83,83,,,,,,,,,83,,,0
2700000,Setúbal,Almada,Charneca de Caparica e Sobreda,House,C,,,0,,2002,402,,,TRUE,FALSE,TRUE,,7,0,,390,1580,,6
170000,Porto,Matosinhos,"Custóias, Leça do Balio e Guifões",House,E,,FALSE,1,TRUE,1951,135,160,,,,,4,,,,150,,,2
649000,Aveiro,Santa Maria da Feira,São Miguel do Souto e Mosteirô,House,A+,,FALSE,2,TRUE,2004,820,522,,,,,5,,,,324,,,4
85000,Santarém,Abrantes,Mouriscas,Farm,E,,FALSE,1,TRUE,,1882,82,,,,,3,,,,81,,,0
425000,Faro,Vila Real de Santo António,Monte Gordo,Apartment,D,7th Floor,FALSE,2,TRUE,2001,112,,,,,,3,,,,112,,,3
1390000,Faro,Monchique,Monchique,Building,C,,FALSE,0,FALSE,1974,785,,,,,,21,,,,917,,,
23900,Castelo Branco,Penamacor,Penamacor,Farm,NC,,,0,,,2240,,,FALSE,FALSE,FALSE,,0,0,,2240,2240,,0
175000,Évora,Alandroal,Santiago Maior,Farm,D,,,0,,1982,97,,,TRUE,FALSE,FALSE,5,3,0,Good condition,97,2625,,1
360000,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Apartment,C,,,1,,1988,70,,,FALSE,FALSE,FALSE,3,2,0,New,66,,75,3
22500,Castelo Branco,Covilhã,Covilhã e Canhoso,Land,NC,,FALSE,0,FALSE,,400,400,,,,,,,,,225,,,0
3550000,Faro,Portimão,Portimão,Warehouse,NC,,FALSE,3,TRUE,,5608,3252,,,,,,,,,,,,1
60000,Castelo Branco,Covilhã,Tortosendo,House,NC,,,0,,1988,112,,,FALSE,FALSE,FALSE,10,3,0,,112,56,112,2
29900,Porto,Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma",Land,NC,,FALSE,0,FALSE,,222,,,,,,,,,,,,,0
219000,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,B-,2nd Floor,FALSE,0,FALSE,2022,64,,,,,,2,,,,64,,,1
3300000,Lisboa,Lisboa,Parque das Nações,Apartment,B,,,0,,2022,244,,,FALSE,TRUE,FALSE,3,4,0,New,195,,,2
29950,Santarém,Torres Novas,"Brogueira, Parceiros de Igreja e Alcorochel",Land,NC,,,0,,1970,128,,,FALSE,FALSE,FALSE,0,0,0,New,128,128,128,0
150000,Leiria,Alcobaça,Aljubarrota,Land,NC,,FALSE,0,FALSE,1957,4860,,,,,,,,,,,,,0
60000,Lisboa,Vila Franca de Xira,Vila Franca de Xira,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,465,,0
320000,Bragança,Bragança,Samil,House,F,,,0,,1995,210,,,TRUE,FALSE,FALSE,,4,0,,334,4100,,3
695000,Porto,Maia,Cidade da Maia,House,C,,,0,,2003,291,,,TRUE,FALSE,FALSE,9,5,4,Good condition,291,542,461.87,4
185000,Lisboa,Lisboa,São Vicente,Apartment,C,1st Floor,FALSE,0,FALSE,1995,50,,,,,,1,,,,35,,,1
85000,Santarém,Abrantes,Pego,House,E,,FALSE,0,FALSE,1970,302,122,,,,,3,,,,65,,,1
2750000,Lisboa,Cascais,Cascais e Estoril,Apartment,A,Duplex,TRUE,3,TRUE,2023,235,332,,,,,3,,,,212,,,4
460073.6,Lisboa,Sintra,Colares,Apartment,NC,3rd Floor,TRUE,1,TRUE,,39,,,,,,0,,,,39,,,1
279000,Braga,Barcelos,Barcelinhos,Apartment,NC,,,0,,2024,160,,,TRUE,TRUE,FALSE,,3,1,New,185,,190.9,3
195000,Leiria,Leiria,Parceiros e Azoia,Apartment,A+,Ground Floor,TRUE,1,TRUE,2023,63,82,,,,,1,,,,63,,,1
159900,Leiria,Porto de Mós,Alvados e Alcaria,House,F,,,1,,1937,80,,,FALSE,FALSE,FALSE,5,2,0,,80,3080,110,2
80000,Porto,Felgueiras,Revinhade,Land,NC,,FALSE,0,FALSE,,8000,,,,,,,,,,,,,0
12000,Leiria,Figueiró dos Vinhos,Aguda,House,NC,,,0,,1937,31,,,FALSE,FALSE,FALSE,,1,0,,60,101,69.7,0
240000,Lisboa,Lisboa,Benfica,Apartment,C,3rd Floor,TRUE,0,FALSE,1966,64,,,,,,2,,,,64,,,1
13000,Braga,Barcelos,Alvelos,Land,NC,,FALSE,0,FALSE,,1360,,,,,,,,,,,,,0
2100000,Porto,Porto,Lordelo do Ouro e Massarelos,Apartment,NC,9th Floor,TRUE,3,TRUE,,449,449,,,,,4,,,,215,,,5
395000,Lisboa,Cascais,São Domingos de Rana,Apartment,C,2nd Floor,FALSE,0,FALSE,1983,107,,,,,,3,,,,95,,,2
32000,Bragança,Miranda do Douro,Miranda do Douro,Land,NC,,,0,,,260,,,FALSE,FALSE,FALSE,,,0,,260,345,367,0
42400,Porto,Baião,Frende,Land,NC,,,0,,,,,,FALSE,FALSE,FALSE,,,0,,,1450,,0
745000,Porto,Vila Nova de Gaia,Canidelo,Apartment,A,,,1,,,136,,53:25.8,FALSE,TRUE,TRUE,,3,1,,116,,158.3,3
279000,Aveiro,Ílhavo,São Salvador,House,E,,,1,,2003,238,,10:46.8,FALSE,FALSE,FALSE,,3,1,,160,275,,3
330000,Setúbal,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",Apartment,D,Ground Floor,TRUE,0,FALSE,1989,103,,,,,,3,,,,103,,,1
169000,Porto,Trofa,Bougado (São Martinho e Santiago),Store,B-,,,0,,1998,203,,11:21.5,FALSE,FALSE,FALSE,,,2,,,,203,2
345000,Lisboa,Odivelas,Ramada e Caneças,Building,F,,,0,,2012,180,,,FALSE,FALSE,FALSE,,,0,,180,356,,0
169000,Porto,Porto,Campanhã,Land,NC,,FALSE,0,FALSE,1990,1450,,,,,,0,,,,1450,,,0
